,0,1,2,3,4,5,6,7
33,Olaplex No.5 Bond Maintenance Conditioner 8.5 oz,$28.00,4.6,5,None,"['Water (Aqua)', ' Cetearyl Alcohol', ' PPG-3 Benzyl Ether Myristate', ' Caprylic/Capric Triglyceride', ' Cetyl Alcohol', 'Octyldodecyl Ricinoleate', ' Quaternium-91', ' Cetrimonium Chloride', ' Divinyldimethicone/Dimethicone Copolymer', ' Behentrimonium Chloride', ' Glycerin', ' Cetyl Esters', ' Isododecane', ' Bis-Aminopropyl Diglycol Dimaleate', ' Fragrance (Parfum)', ' Panthenol', ' Phospholipids', ' Dimethicone PEG-7 Isostearate', ' Pseudozyma Epicola/Argania Spinosa Kernel Oil Ferment Filtrate', ' Pseudozyma Epicola/Camellia Sinensis Seed Oil Ferment Extract Filtrate', ' Tocopheryl Linoleate/Oleate', ' Quaternium-95', ' Propanediol', ' Punica Granatum Extract', ' Morinda Citrifolia Fruit Extract', ' PEG-8', ' Euterpe Oleracea Fruit Extract', ' Camellia Sinensis Seed Oil', ' Crambe Abyssinica Seed Oil', ' Hydroxypropyl Cyclodextrin', ' Persea Gratissima (Avocado) Oil', ' Vitis Vinifera (Grape) Seed Oil', ' Disodium EDTA', ' Polysilicone-15', ' C11-15 Pareth-7', ' Hydroxypropyl Guar', ' Glycine Soja (Soybean) Oil', ' PEG-45M', ' PEG-7 Amodimethicone', ' Amodimethicone', ' C12-13 Pareth-23', ' C12-13 Pareth-3', ' Laureth-9', ' Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate', ' PEG-4', ' Phenoxyethanol', ' Hexyl Cinnamal', ' Limonene', ' Trideceth-12', ' Sodium Polyaspartate', ' Citral', ' Potassium Sorbate', ' Iodopropynyl Butylcarbamate', ' Silica', ' Acetic Acid', ' Etidronic Acid', ' Sodium Acetate', ' Chlorphenesin', ' Propylene Glycol', ' PEG-4 Dilaurate', ' PEG Laurate', ' BHT', ' Sodium Dehydroacetate', ' PEG-8/SMDI Copolymer', ' Palmitoyl Myristyl Serinate', ' Sodium Polyacrylate', ' Ahnfeltiopsis Concinna Extract', ' Sodium Benzoate', ' Citric Acid', ' Tocopherol', ' Hydrolyzed Hyaluronic Acid', ' Biotin', ' Helianthus Annuus (Sunﬂower) Seed Extract', ' Helianthus Annuus (Sunﬂower) Seed Oil']",Olaplex,8.5oz
34,Olaplex No.3 Hair Perfector 3.3 oz,$28.00,4.88,8,None,"['Water (Aqua)', ' Bis-Aminopropyl Diglycol Dimaleate', ' Propylene Glycol', ' Cetearyl Alcohol', '\xa0 \xa0Behentrimonium Methosulfate', ' Cetyl Alcohol', ' Phenoxyethanol', ' Glycerin', ' Hydroxyethyl Ethylcellulose', ' Stearamidopropyl Dimethylamine', ' Quaternium-91', ' Sodium Benzoate', ' Cetrimonium Methosulfate', ' Cetrimonium Chloride', ' Fragrance (Parfum)', ' Polyquaternium-37', ' Tetrasodium EDTA', ' Butylphenyl Methylpropional', ' Etidronic Acid', ' Ascorbic Acid', ' Phytantriol', ' Tocopheryl Acetate', ' Aloe Barbadensis Leaf Juice', ' Panthenol', ' Simmondsia Chinensis (Jojoba) Seed Oil', ' Citric Acid', ' Potassium Sorbate']",Olaplex,3.3oz
35,OUTRÉ 8 in 1 + CBD/Leave-in Conditioner,$30.00,5.0,4,None,"['Vegan And Free Of: Thc', ' Sulfates', ' Parabens', ' Phthalates', ' Gluten', ' Dmdmh', ' Cruelty Aqua (Water/Eau)', ' Butylene Glycol', ' Stearyl Alcohol', ' Cetyl Alcohol', ' Phenoxyethanol', ' Isododecane', ' Disiloxane', ' Cannabis Sativa Flower/Leaf/Stem Extract', ' Hydrolyzed Adansonia Disitata Seed Extract', ' Fragrance/Parfum', ' Panthenol', ' Cocos Nucifera (Coconut) Oil', ' Quaternium-80', ' Ethylhexlglycerin', ' Benzyl Salicylate', ' Linalool', ' Limonene', ' Citric Acid']",OUTRÉ,4oz
36,Olaplex No.3 Hair Perfector Supersize 250ml (Worth $70.00),$56.00,5.0,2,None,"['Water (Aqua/Eau)', ' Bis-Aminopropyl Diglycol Dimaleate', ' Propylene Glycol', ' Cetearyl Alcohol', ' Behentrimonium Methosulfate', ' Cetyl Alcohol', ' Phenoxyethanol', ' Glycerin', ' Hydroxyethyl Ethylcellulose', ' Stearamidopropyl Dimethylamine', ' Quaternium-91', ' Sodium Benzoate', ' Cetrimonium Methosulfate', ' Cetrimonium Chloride', ' Fragrance (Parfum)', ' Polyquaternium-37', ' Tetrasodium EDTA', ' Benzyl Benzoate', ' Etidronic Acid', ' Ascorbic Acid', ' Phytantriol', ' Tocopheryl Acetate', ' Aloe Barbadensis Leaf Juice', ' Panthenol', ' Simmondsia Chinensis (Jojoba) Seed Oil', ' Citric Acid', ' Potassium Sorbate.']",Olaplex,250ml
37,Olaplex Bonding Duo,$56.00,5.0,1,None,['Olaplex No.6 Bond Smoother 3.3 oz'],Olaplex,1 x 3.3oz / 1 x 1oz
38,First Aid Beauty Anti-Dandruff Shampoo with 1% Pyrithione Zinc,$30.00,None,None,None,['Active Ingredient: Pyrithione Zinc 1.00%'],First Aid Beauty,236.5ml
39,Christophe Robin Cleansing Purifying Scrub with Sea Salt 250ml,$53.00,4.69,16,None,"['Sodium Chloride', ' Sodium Laureth Sulfate', ' Aqua/Water/Eau', ' Butylene Glycol', ' Cocamide Mea', ' Peg-100 Stearate', ' Glyceryl Stearate', ' Hydrated Silica', ' Fragrance (Parfum)', ' Saccharide Isomerate', ' Menthyl Lactate', ' Bisabolol', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Citric Acid', ' Sodium Citrate', ' Phenoxyethanol', ' Benzyl Salicylate', ' Linalool', ' Limonene', ' Citronellol', ' Hexyl Cinnamal.']",Christophe Robin,250ml
40,Miriam Quevedo Platinum and Diamonds Luxurious Shampoo 250ml,$50.00,None,None,None,"['Amino Acids', ' Omega Acids', ' Omega Acids', ' Peptides', ' Keratin', ' Vitamin A', ' Vitamin C']",Miriam Quevedo,250ml
41,RAINCRY Repairing Conditioner 8.0 fl. oz,$38.00,5.0,1,None,"['Aqua/Water/Eau', ' Behentrimonium Chloride', ' Amodimethicone', ' Centrimonium Chloride', ' Cetearyl Alcohol', ' Ceterath 20', ' Glycerine', ' Propylene Glycol', ' CBD (Hemp Cannabidiol – THC Free)', ' Jasminum Officinale Flower Extract', ' Phytosterols (Gardenia Jasminoides) Stem Cells', ' Cysteine Amino Acids', ' Sambucus Nigra Flower (Elderflower) Extract', ' Salvia Officinalis (Sage) Extract', ' Keratin Amino Acids', ' Calendula Officinalis (Marigold) Extract', ' Isopropyl Myristate', ' Phenoxyethanol', ' Citric Acid', ' Tetrasodium EDTA', ' Fragrance/Parfum']",RAINCRY,8.0 fl. oz
42,Miriam Quevedo Black Baccara Hair Multiplying Shampoo 250ml,$45.00,5.0,1,None,"['Amino Acids', ' Omega Acids', ' Peptides', ' Keratin', ' Vitamin A', ' Vitamin C', ' Vitamin E', ' Plant Stem Cells']",Miriam Quevedo,250ml
43,RevitaLash Cosmetics Hair Volumizing Enhancing Foam 1.9 fl. oz.,$149.50,5.0,1,None,"['Aqua', ' Glycerin', ' Phenoxyethanol', ' Sodium Cocoyl Glutamate', ' Butylene Glycol', ' Chlorphenesin', ' Polysorbate 20', ' Camellia Oleifera Leaf Extract', ' Aminomethyl Propanol', '\xa0 Parfum', ' Disodium EDTA', ' Biotin', ' Panthenol', ' Dechloro Dihydroxy Difluoro Ethylcloprostenolamide', ' Panax Ginseng Root Extract', ' Ginkgo Biloba Leaf Extract', ' Serenoa Serrulata Fruit Extract', ' Citric Acid', ' Swertia Japonica Extract', ' Limonene', ' Linalool', ' Geraniol']",RevitaLash,1.9 fl.oz
44,Lee Stafford Grow it Longer Protein Treatment Styling Cream 3.3 fl. oz,$14.99,None,None,None,"['Aqua (Water/Eau)', ' Coco-Caprylate', ' Propylene Glycol', ' Dimethicone', ' Hydrolyzed Lupine Protein', ' Saccharum Officinarum/Sugar Cane Extract/Extrait de Canne à Sucre', ' Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', ' Citrus Limon (Lemon) Fruit Extract', ' Pyrus Malus (Apple) Fruit Extract', ' Camellia Sinensis Leaf Extract', ' Hydrolyzed Wheat Protein', ' Hydrolyzed Wheat Starch', ' Panthenol', ' Tocopherol', ' Polyacrylamide', ' Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', ' Parfum (Fragrance)', ' C13-14 Isoparaffin', ' Carbomer', ' Laureth-7', ' Betaine', ' Creatine', ' Guar Hydroxypropyltrimonium Chloride', ' Polysorbate 60', ' Sorbitan Isostearate', ' Hexapeptide-11', ' Hexylene Glycol', ' Sodium Hydroxide', ' Sodium Chloride', ' Phenoxyethanol', ' Potassium Sorbate', ' Disodium EDTA', ' Ethylhexylglycerin', ' Hexyl Cinnamal', ' Linalool', ' Butylphenyl Methylpropional', ' Limonene', ' Coumarin', ' Benzyl Benzoate', ' Amyl Cinnamal', ' Citronellol', ' Geraniol']",Lee Stafford,3.3 fl.oz
45,Grow Gorgeous Density Serum Intense 60ml,$50.00,4.12,17,None,"['Aqua/Water/Eau', ' Butylene Glycol', ' Caffeine', ' Maltodextrin', ' Dimethyl Isosorbide', ' Propanediol', ' Glycerin', ' PPG-26-Buteth-26', ' Fragrance (Parfum)', ' Phenoxyethanol', ' PEG-40 Hydrogenated Castor Oil', ' Polyacrylate Crosspolymer-6', ' Arginine', ' Xanthan Gum', ' Hydroxyethylcellulose', ' Lactic Acid', ' Glycine Soja (Soybean) Germ Extract', ' Triticum Vulgare (Wheat) Germ Extract', ' Chlorphenesin', ' Allantoin', ' Sodium Benzoate', ' Hydrolyzed Hyaluronic Acid', ' Pisum Sativum (Pea) Sprout Extract', ' Gluconolactone', ' Trisodium Ethylenediamine Disuccinate', ' Scutellaria Baicalensis (Baikal Skullcap) Root Extract', ' Glycine', ' Larix Europaea (Larch) Wood Extract', ' T-Butyl Alcohol', ' Citric Acid', ' Dextran', ' Butylphenyl Methylpropional', ' Limonene', ' Linalool', ' Rhizobian Gum', ' Sodium Hyaluronate', ' Alpha-Isomethyl Ionone', ' Cinnamyl Alcohol', ' Zinc Chloride', ' Camellia Sinensis (Green Tea) Leaf Extract', ' Acetyl Tetrapeptide-3', ' Trifolium Pratense (Clover) Flower Extract', ' Sodium Hydroxide', ' Calcium Gluconate.']",Grow Gorgeous,60ml
46,VIRTUE Recovery Shampoo - Professional Size,$74.00,None,None,None,"['Aqua (Water', ' Eau)', ' Sodium Lauroyl Methyl Isethionate', ' Sodium Lauroyl Glycinate', ' Glycerin', ' Sodium Cocoyl Isethionate', ' Cocamidopropyl Betaine', ' Sodium Methyl Cocoyl Taurate', ' Glycol Distearate', ' Cocamide MIPA', ' Parfum (Fragrance)', ' Alpha Keratin', ' Hydrolyzed Quinoa', ' Citrus Paradisi (Grapefruit) Fruit Extract', ' Caprylyl Glycol', ' Guar Hydroxypropyltrimonium Chloride', ' Cyamopsis Tetragonoloba (Guar) Gum', ' Sodium Chloride', ' Amodimethicone', ' PEG-120 Methyl Glucose Dioleate', ' Hydroxyethylcellulose', ' Coconut Acid', ' Ethylhexylglycerin', ' Celluose', ' Acrylates Copolymer-4', ' Citric Acid', ' C11-15 Pareth-7', ' Sodium Hydroxide', ' Trideceth-12', ' Laureth-9', ' Lactic Acid', ' Sorbic Acid', ' Disodium EDTA', ' Sodium Acetate', ' Mica', ' Benzyl Alcohol', ' Sodium Benzoate', ' Potassium Sorbate', ' Phenoxyethanol', ' Benzyl Salicylate', ' Butylphenyl Methylpropional', ' Coumarin', ' Limonene', ' Hexyl Cinnamal', ' Linalool', ' CI 77891 (Titanium Dioxide)', ' CI 77491 (Iron Oxide)']",VIRTUE,17oz
47,The Ordinary Multi-Peptide Serum for Hair Density 60ml,$17.90,4.0,4,None,"['Aqua (Water)', ' Propanediol', ' Butylene Glycol', ' Glycerin', ' Caffeine', ' Biotinoyl Tripeptide-1', ' Acetyl Tetrapeptide-3', ' Larix Europaea Wood Extract', ' Pisum Sativum Extract', ' Scutellaria Baicalensis Root Extract', ' Triticum Vulgare Germ Extract', ' Glycine Soja Germ Extract', ' Trifolium Pratense Flower Extract', ' Camellia Sinensis Leaf Extract', ' Apigenin', ' Oleanolic Acid', ' Arginine', ' Glycine', ' Calcium Gluconate', ' Zinc Chloride', ' Lactic Acid', ' Gluconolactone', ' Dextran', ' Maltodextrin', ' Hydroxyethylcellulose', ' Xanthan gum', ' Pentylene Glycol', ' Dimethyl Isosorbide', ' Polysorbate 20', ' PPG-26-Buteth-26', ' PEG-40 Hydrogenated Castor Oil', ' Trisodium Ethylenediamine Disuccinate', ' Sodium Metabisulfite', ' Sodium Benzoate', ' Phenoxyethanol', ' Chlorphenesin.']",The Ordinary,2 fl. oz
48,White Hot Shooshing Crème 60ml,$15.00,5.0,1,None,"['Aqua (Water)', ' Steareth-2', ' Cera Microcristallina (Microcrystalline Wax)', ' Oleth-10', ' VP/VA Copolymer', ' Lanolin', ' Parfum (Fragrance)', ' Alcohol Denat', ' (SD Alcohol 40-B)', ' Copernicia Cerifera Cera (Carnauba Wax)', ' Petrolatum', ' Citronellyl Methylcrotonate', ' Polyquaternium11', ' Mica', ' Phenoxyethanol', ' Hydroxyethylcellulose', ' Propylene Glycol', ' Glycerin', ' Diazolidinyl Urea', ' Alpha-Isomethyl Ionone', ' Disodium EDTA', ' Limonene', ' Citronellol', ' Tuber Aestivum Extract', ' Linalool', ' Coumarin', ' Isoeugenol', ' Geraniol', ' Benzyl Alcohol', ' Benzyl Benzoate', ' Iodopropynyl Butylcarbamate', ' Benzyl Salicylate', ' Citral', ' CI 77891 (Titanium Dioxide).']",White Hot,60ml
49,OUTRÉ Hair Oil + CBD/For Styling and Repair Treatment,$36.00,5.0,4,None,"['Vegan And Free Of: Thc', ' Sulfates', ' Parabens', ' Phthalates', ' Gluten', ' Dmdmh', ' Cruelty Cyclopentasiloxane', ' Cannabis Sativa Flower/Leaf/Stem Extract', ' Argania Spinosa Kernel Oil', ' Cocos Nucifera (Coconut) Oil', ' Olea Europaea (Olive) Fruit Oil', ' Fragrance/Parfum', ' Hydrolyzed Adansonia Digitata Seed Extract', ' Benzyl Salicylate', ' Linalool', ' Limonene']",OUTRÉ,2oz
50,Grow Gorgeous Intense Thickening Conditioner 250ml,$20.00,None,None,None,"['Aqua/Water/Eau', ' Cetearyl Alcohol', ' Niacinamide', ' Fragrance (Parfum)', ' Glycol Distearate', ' Caffeine', ' Stearamidopropyl Dimethylamine', ' Behentrimonium Chloride', ' Phenoxyethanol', ' Panthenol', ' Lactic Acid', ' Avena Sativa (Oat) Kernel Oil', ' Sodium PCA', ' Sodium Lactate', ' Hydrolyzed Rice Protein', ' Brassica Campestris (Rapeseed) Seed Oil', ' Isopropyl Alcohol', ' Arginine', ' Aspartic Acid', ' Urea', ' PCA', ' Chlorphenesin', ' Allantoin', ' Emblica Officinalis (Amla) Fruit Extract', ' Phytantriol', ' Trisodium Ethylenediamine Disuccinate', ' Disodium Phosphate', ' Sesamum Indicum (Sesame) Seed Oil', ' Glycine', ' Alanine', ' Biotin', ' Caramel', ' Serine', ' Valine', ' Butylphenyl Methylpropional', ' Citric Acid', ' Limonene', ' Linalool', ' Benzyl Alcohol', ' Isoleucine', ' Proline', ' Threonine', ' Rhizobian Gum', ' Sodium Hyaluronate', ' Histidine', ' Phenylalanine', ' Potassium Sorbate', ' Sodium Benzoate', ' Sodium Hydroxide.']",Grow Gorgeous,250ml
51,RAINCRY Nutritive Conditioner 8.0 fl. oz,$36.00,None,None,None,"['Aqua/Water/Eau', ' Behentrimonium Chloride', ' Amodimethicone', ' Centrimonium Chloride', ' Cetearyl Alcohol', ' Ceterath 20', ' Glycerine', ' Cysteine Amino Acids', ' Cystine Amino Acids', ' Sclerocarya Birrea (Marula) Oil', ' Butyrospermum Parkii (Shea Butter)', ' Tocopherol (Vitamin E) Acetate', ' Hydrolyzed Wheat Protein', ' Cocos Nucifera (Coconut) Oil', ' Keratin Amino Acids', ' Ricinus Communis (Castor) Seed Oil', ' Phenoxyethanol', ' Tetra Sodium EDTA ', ' CI 19140', ' Citric Acid', ' CI 15985', ' Fragrance/P']",RAINCRY,8.0 fl. oz
52,evo Bride of Gluttony Volumising Conditioner 300ml,$29.00,5.0,1,None,"['Vp/va Copolymer', ' Cetrimonium Chloride']",evo,1 x 300ml
53,OUTRÉ Shampoo + CBD/Daily Moisture & Repair,$32.00,5.0,2,None,"['Vegan And Free Of: Thc', ' Sulfates', ' Parabens', ' Phthalates', ' Gluten', ' Dmdmh', ' Cruelty Aqua (Water/Eau) Sodium Cocoyl Isethionate', ' Disodium Laureth Sulfosuccinate', ' Sodium Lauryl Sarcosinate', ' Fragrance/Parfum', ' Cocamide Mipa', ' Cannabis Sativa Flower/Leaf/Stem Extract', ' Peg-120 Methyl Glucose Dioleate', ' Glycol Disterate', ' Cocamidopropyl Betaine', ' Decyl Glucoside', ' Hydrolyzed Adansonia Disitata Seed Extract', ' Polyquaternium-7', ' Polyquaternium-10', ' Guar Hydroxypropyltrimonium Chloride', ' Citric Acid', ' Benzyl Salicylate', ' Linalool', ' Limonene', ' Methylchloroisothiazolinone', ' Methylisothiazolinone']",OUTRÉ,8oz
54,Alterna Caviar Anti-Aging Replenishing Moisture Conditioner 8.5oz,$34.00,5.0,2,None,"['Aqua/Water/EAU', ' Cetearyl Alcohol', ' Cyclopentasiloxane', ' Cetrimonium Chloride', ' Stearyl Alcohol', ' Behentrimonium Methosulfate', ' Cetyl Alcohol', ' Dimethiconol', ' Wasabia Japonica Root Extract', ' Foeniculum Vulgare (Fennel) Seed Extract', ' Chondrus Crispus (Carrageenan) Extract', ' Hydrolyzed Algae Extract', ' Algae Extract', ' Caviar Extract', ' Linum Usitatissimum (Linseed) Seed Oil', ' Butyrospermum Parkii (Shea Butter)', ' Helianthus Annuus (Sunflower) Seed Extract', ' Saccharomyces Lysate Ferment', ' Saccharomyces Copper Ferment', ' Saccharomyces Zinc Ferment', ' Superoxide Dismutase', ' Lactoferrin', ' Daucus Carota Sativa (Carrot) Root Extract', ' Retinyl Palmitate', ' Phospholipids', ' Corn Oligosaccharides', ' Copper Lysl Oxidase', ' Acetyl Methionine', ' Acetyl Serine', ' Amino Acyl tRNA Synthetase', ' Phytosphingosine', ' Ganoderma Lucidum (Mushroom) Tyrosinase', ' Lentinus Edodes Tyrosinase', ' Glycine Soja (Soybean) Seed Peroxidase', ' Peptone', ' Hydrolyzed Soy Protein', ' Glycine Max (Soybean) Symbiosome Lysate', ' Pikea Robusta Extract', ' Adenosine Triphosphate', ' Niacinamide Polypeptide', ' Ascorbic Acid Polypeptide', ' Pantothenic Acid Polypeptide', ' Papain', ' Bromelain', ' Melanin', ' Melanin Silanetriol', ' Hydrolyzed Oat Protein', ' Hydrolyzed Vegetable Protein PG-Propoyl Silanetriol', ' Divinyldimethicone/Dimethicone Copolymer', ' Hydroxyethylcellulose', ' Cinnamidopropyltrimonium Chloride', ' Jojoba Esters', ' Tocopheryl Acetate', ' Cetrimonium Bromide', ' Glycereth-26', ' Glycerin', ' Butylene Glycol', ' Propylene Glycol', ' Propylene Glycol Dicaprylate Dicaprate', ' PPG-1 Trideceth-6', ' Polyquaternium-37', ' Polyquaternium-10', ' Amodimethicone', ' C11-15 Pareth-7', ' C12-13 Pareth-23', ' C12-13 Pareth-3', ' Laureth-9', ' Trideceth-12', ' Glycerin', ' Citric Acid', ' Methylchloroisothiazolinone', ' Methylisothiazolinone', ' Methylparaben', ' Parfum/ Fragrance', ' Geraniol', ' Hexyl Cinnamic Aldehyde', ' Linalool', ' Limonene.']",Alterna,None
55,Miriam Quevedo Platinum and Diamonds Luxurious Serum 150ml,$65.00,None,None,None,"['Amino Acids', ' Omega Acids', ' Omega Acids', ' Peptides', ' Keratin', ' Vitamin A', ' Vitamin C', ' Panthenol']",Miriam Quevedo,150ml
56,Miriam Quevedo Extreme Exfoliating Scrub Scalp Mask 250ml,$50.00,None,None,None,"['Amino Acids', ' Niacinamide', ' Omega Acids', ' Peptides', ' Panthenol']",Miriam Quevedo,None
57,RAINCRY Smoothing Shampoo 8.0 fl. oz,$33.00,None,None,None,"['Aqua/Water/Eau', ' Sodium Methyl-2 Sulfolaurate', ' Disodium 2-Sulfolaurate', ' Sodium Lauryl Sulfoacetate', ' Cocamidopropyl Betaine', ' Glycol Stearate', ' D-Panthenol (B5)', ' Emblica Officinalis (Amla) Fruit Extract', ' Simmondsia chinesis (Jojoba) Seed Oil', ' Tocopherol (Vitamin E) Acetate', ' Cocas Nucifera (Coconut) Oil', ' Cysteine Amino Acids', ' Ricinus Communis (Castor) Seed Oil', ' Keratin Amino Acids', ' Hydrolyzed Wheat Protein', ' Phenoxyethanol', ' Citric Acid', ' Polyquaternium 10', ' CI 19140', ' Fragrance/Parfum.']",RAINCRY,8.0 fl. oz
58,Molton Brown Thickening Shampoo with Ginger Extract,$30.00,5.0,1,None,"['Water (Aqua)', ' Sodium Laureth Sulfate', ' Cocamidopropyl Betaine', ' Laureth-7 Citrate', ' Coco-Glucoside', ' Fragrance (Parfum)', ' Lonicera Caprifolium (Honeysuckle) Flower Extract', ' Lonicera Japonica (Honeysuckle) Flower Extract', ' Zingiber Officinale (Ginger) Root Extract', ' Cocodimonium Hydroxypropyl', ' Hydrolyzed Wheat Protein', ' Guar Hydroxypropyltrimonium Chloride', ' Glycerin', ' Panthenol', ' Polymide-1', ' Polyquaternium-7', ' Sorbitan Caprylate', ' Benzophenone-4', ' Limonene', ' Linalool', ' Sodium Phytate', ' Tetrasodium Glutamate Diacetate', ' Propanediol', ' Benzoic Acid', ' Dehydroacetic Acid', ' Phenoxyethanol', ' Potassium Sorbate', ' Sodium Benzoate', ' Sodium Chloride', ' Sodium Hydroxide', ' Caramel', ' Red 4 (CI 14700).']",Molton Brown,300ml
59,Tangle Teezer The Ultimate Hairbrush - Black,$13.50,5.0,1,None,None,Tangle Teezer,None
60,OUTRÉ Instant Repair Hair Mask + CBD/for Serious Stressed Out Strands,$38.00,4.25,4,None,"['Vegan And Free Of: Thc', ' Sulfates', ' Parabens', ' Phthalates', ' Gluten', ' Dmdmh', ' Cruelty Aqua (Water/Eau)', ' Glycerin', ' Dimethicone', ' Isopropyl Palmitate', ' Cetyl Alcohol', ' Behentrimonium Chloride', ' Proppanediol', ' Cocos Nucifera (Coconut) Oil', ' Fragrance/Parfum', ' Phenoxyethanol', ' Stearamidopropyl Dimedthylamine', ' Cannabis Sativa Flower/Leaf/Stem Extract', ' Ethylhexylglycerin', ' Hydroxyethylcellulose', ' Cinnamidoprpyltrimonium Chloride', ' Citric Acid', ' Benzyl Salicylate', ' Linalool', ' Limonene']",OUTRÉ,4oz
61,Alterna Caviar Smoothing Anti-Frizz Shampoo and Conditioner 16.5 oz,$104.00,None,None,None,"['Shampoo: Water/Aqua/Eau', ' Sodium Lauroyl Methyl Isethionate', ' Cocamidopropyl Hydroxysultaine', ' Disodium Cocoyl Glutamate', ' Potassium Cocoyl Glycinate', ' Sodium Lauroyl Sarcosinate', ' Decyl Glucoside', ' Potassium Cocoate', ' Cocamidopropylamine Oxide', ' Glycereth-26', ' Sodium Cocoyl Glutamate', ' PEG-120 Methyl Glucose Dioleate', ' Camellia Oleifera Seed Oil', ' Crambe Abyssinica Seed Oil', ' Oryza Sativa (Rice) Bran Oil', ' Passiflora Incarnata Seed Oil', ' Persea Gratissima (Avocado) Oil', ' Laminaria Digitata Extract', ' Glycine Soja (Soybean) Oil', ' Helianthus Annuus (Sunflower) Seed Oil', ' Caviar Extract', ' Panthenol', ' Phospholipids', ' Glycerin', ' Cocodimonium Hydroxypropyl Silk Amino Acids', ' Ascorbic Acid', ' Polysilicone-15', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Iron Ferment', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Superoxide Dismutase', ' PPG-3 Benzyl Ether Myristate', ' Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', ' Guar Hydroxypropyltrimonium Chloride', ' Ethylhexylglycerin', ' Quaternium-91', ' Methyl Gluceth-20', ' Caprylyl Glycol', ' Polyquaternium-10', ' Polyquaternium-44', ' Polyquaternium-55', ' Glycol Distearate', ' Tocopherol', ' Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate', ' Tocopheryl Acetate', ' Citric Acid', ' Trisodium Ethylenediamine Disuccinate', ' Tetrasodium EDTA', ' Disodium EDTA', ' Phenoxyethanol', ' Potassium Sorbate', ' Sodium Benzoate', ' Fragrance (Parfum). (10-17-8470)']",Alterna,2 x 16.5oz
62,Alterna Caviar Anti-Aging Replenishing Moisture Conditioner 16.5oz (Worth $66),$52.00,4.67,3,None,"['Water (Aqua)', ' Cetearyl Alcohol ', ' Cyclopentasiloxane', ' Behentrimonium Chloride', ' Cetrimonium Chloride', ' Glycerin', ' Dimethicone', ' Hydrolyzed Rice Protein', ' Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', ' Ascorbic Acid', ' Linum Usitatissimum (Linseed) Seed Oil', ' Caviar Extract', ' Polysilicone-15', ' Phospholipids', ' Helianthus Annuus (Sunflower) Seed Oil', ' Tocopheryl Acetate', ' Butyrospermum Parkii (Shea) Butter', ' Divinyldimethicone/Dimethicone Copolymer', ' Algae Extract', ' Jojoba Esters', ' Cetrimonium Bromide', ' Dimethiconol', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Saccharomyces/Iron Ferment', ' Superoxide Dismutase', ' Amodimethicone', ' C11-15 Pareth-7', ' Glycereth-26', ' C12-13 Pareth-23', ' C12-13 Pareth-3', ' Trideceth-12', ' Polyquaternium-37', ' Laureth-9', ' Dicaprylyl Carbonate', ' Lauryl Glucoside', ' Guar Hydroxypropyltrimonium Chloride', ' Butylene Glycol', ' Disodium EDTA', ' Citric Acid', ' Methylisothiazolinone', ' Phenoxyethanol', ' Fragrance (Parfum).']",Alterna,16.5 oz
63,Phytoelixir Intense Nutrition Subtil Oil 2.5 oz,$40.00,5.0,1,None,"['Zea Mays (Corn) Germ Oil (Huile De Germe De Maïs)', ' Zea Mays (Corn) Oil (Huile De Maïs)', ' Squalane (Derive D’huile D’olive)', ' Camellia Oleifera Seed Oil (Huile De Camelia)', ' Fragrance / Parfum', ' Pongamia Glabra Seed Oil (Huile De Karanja)', ' Egg Yolk Extract (Ovum Oil) (Huile D’oeuf)', ' Helianthus Annuus (Sunflower) Seed Oil (Huile De Tournesol)', ' Glycine Soja (Soybean) Lipids (Lipides De Soja)', ' Tocopherol. Botanical & Natural Origin.']",Phyto,75ml
